Region,SubRegion,StudyArea,SurveyYear,BatchCode,SurveyIndex,SurveyDate,Latitude,Longitude,Management,StructureType,Family,ScientificName,CommonName,Trophic,a,b,Biomass,FishSize
Gulf of Mexico,Flower Garden Banks,West Bank,2006,GULF-FGBS-0900-0600,3536,10/1/2006,27.87408,-93.81913,FGBNMS,HARD                                              ,Pomacentridae,Abudefduf saxatilis,Sergeant Major,I,0.017,3.12,89.92,12.5
Gulf of Mexico,Flower Garden Banks,West Bank,2006,GULF-FGBS-0900-0600,3541,10/1/2006,27.87436,-93.8196,FGBNMS,HARD                                              ,Pomacentridae,Abudefduf saxatilis,Sergeant Major,I,0.017,3.12,89.92,12.5
Gulf of Mexico,Flower Garden Banks,West Bank,2006,GULF-FGBS-0900-0600,3542,9/15/2006,27.87599,-93.8144,FGBNMS,HARD                                              ,Pomacentridae,Abudefduf saxatilis,Sergeant Major,I,0.017,3.12,89.92,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3590,9/27/2006,27.90937,-93.60111,FGBNMS,HARD                                              ,Chaenopsidae,Acanthemblemaria species,Tube blenny Acanthemblemaria,PL,0.0077,2.962,0.2,3
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3590,9/27/2006,27.90937,-93.60111,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,128.7,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3593,9/27/2006,27.90427,-93.59926,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,9.47,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3600,9/29/2006,27.9105,-93.60079,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,182.63,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3569,9/28/2006,27.91357,-93.60082,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,45.66,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3571,9/27/2006,27.90471,-93.60023,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,128.7,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3570,9/28/2006,27.91303,-93.60107,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,37.87,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2006,GULF-FGBS-0900-0600,3577,9/29/2006,27.90875,-93.60374,FGBNMS,SOFT                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,45.66,12.5
