Region,SubRegion,StudyArea,SurveyYear,BatchCode,SurveyIndex,SurveyDate,Latitude,Longitude,Management,StructureType,Family,ScientificName,CommonName,Trophic,a,b,Biomass,FishSize
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4213,9/10/2007,27.90683,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Pomacentridae,Abudefduf saxatilis,Sergeant Major,I,0.017,3.12,63.93,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4214,9/11/2007,27.90457,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,45.66,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4217,9/9/2007,27.90458,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,45.66,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4190,9/11/2007,27.90906,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,136.97,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4194,9/10/2007,27.9059,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,91.32,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4194,9/10/2007,27.9059,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,128.7,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4196,9/10/2007,27.90726,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,18.93,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4196,9/10/2007,27.90726,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,228.29,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4199,9/10/2007,27.90681,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,91.32,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4203,9/10/2007,27.90726,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,28.4,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4204,9/11/2007,27.91178,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,91.32,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4208,9/9/2007,27.90592,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus bahianus,ocean Surgeonfish,H,0.0191,3.08,28.4,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4195,9/9/2007,27.90681,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus chirurgus,Doctorfish,H,0.0225,3,9.49,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4195,9/9/2007,27.90681,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus chirurgus,Doctorfish,H,0.0225,3,175.78,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4190,9/11/2007,27.90906,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus chirurgus,Doctorfish,H,0.0225,3,37.97,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4218,9/10/2007,27.90548,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus chirurgus,Doctorfish,H,0.0225,3,9.49,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4218,9/10/2007,27.90548,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus chirurgus,Doctorfish,H,0.0225,3,175.78,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4210,9/10/2007,27.90592,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus chirurgus,Doctorfish,H,0.0225,3,43.95,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4210,9/10/2007,27.90592,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,59.57,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4209,9/11/2007,27.90953,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,12.87,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4209,9/11/2007,27.90953,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,119.14,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4211,9/10/2007,27.90728,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,128.67,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4211,9/10/2007,27.90728,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,297.85,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4202,9/9/2007,27.90636,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,59.57,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4212,9/11/2007,27.90457,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,12.87,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4212,9/11/2007,27.90457,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,59.57,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4214,9/11/2007,27.90457,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,119.14,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4214,9/11/2007,27.90457,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4213,9/10/2007,27.90683,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,64.34,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4213,9/10/2007,27.90683,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,297.85,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4215,9/10/2007,27.90818,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,59.57,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4215,9/10/2007,27.90818,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,653.84,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4216,9/10/2007,27.90773,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,178.71,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4216,9/10/2007,27.90773,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4219,9/11/2007,27.90819,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,119.14,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4220,9/9/2007,27.90591,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,59.57,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4220,9/9/2007,27.90591,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,490.38,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4220,9/9/2007,27.90591,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,347.41,22.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4221,9/11/2007,27.90952,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,90.07,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4190,9/11/2007,27.90906,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,297.85,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4192,9/10/2007,27.90816,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,59.57,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4194,9/10/2007,27.9059,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,163.46,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4194,9/10/2007,27.9059,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,347.41,22.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4191,9/10/2007,27.90726,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,694.83,22.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4195,9/9/2007,27.90681,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,119.14,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4196,9/10/2007,27.90726,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,25.73,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4196,9/10/2007,27.90726,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,297.85,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4199,9/10/2007,27.90681,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,59.57,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4199,9/10/2007,27.90681,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,490.38,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4198,9/10/2007,27.90545,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,25.73,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4208,9/9/2007,27.90592,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,25.73,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4207,9/11/2007,27.91314,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,12.87,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4205,9/9/2007,27.90591,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,59.57,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4205,9/9/2007,27.90591,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,817.3,17.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4206,9/10/2007,27.90817,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,119.14,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4204,9/11/2007,27.91178,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,347.41,22.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4203,9/10/2007,27.90726,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,90.07,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4200,9/11/2007,27.90997,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,178.71,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4197,9/10/2007,27.90906,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Acanthuridae,Acanthurus coeruleus,Blue Tang,H,0.0305,3,178.71,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4199,9/10/2007,27.90681,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Ostraciidae,Acanthostracion polygonius,Honeycomb Cowfish,I,0.0179,3,614.47,32.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4217,9/9/2007,27.90458,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Cirrhitidae,Amblycirrhitus pinos,Redspotted Hawkfish,I,0.0026,3.427,0.11,3
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4209,9/11/2007,27.90953,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Cirrhitidae,Amblycirrhitus pinos,Redspotted Hawkfish,I,0.0026,3.427,2.59,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4210,9/10/2007,27.90592,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Cirrhitidae,Amblycirrhitus pinos,Redspotted Hawkfish,I,0.0026,3.427,0.11,3
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4210,9/10/2007,27.90592,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Cirrhitidae,Amblycirrhitus pinos,Redspotted Hawkfish,I,0.0026,3.427,2.59,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4217,9/9/2007,27.90458,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,20.42,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4218,9/10/2007,27.90548,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,0.41,3
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4218,9/10/2007,27.90548,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,6.81,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4218,9/10/2007,27.90548,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,64.75,12.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4219,9/11/2007,27.90819,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,13.61,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4199,9/10/2007,27.90681,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,6.81,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4198,9/10/2007,27.90545,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,0.83,3
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4196,9/10/2007,27.90726,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,0.41,3
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4195,9/9/2007,27.90681,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,13.61,7.5
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4191,9/10/2007,27.90726,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,6.22,3
Gulf of Mexico,Flower Garden Banks,East Bank,2007,GULF-FGBS-0900-0700,4191,9/10/2007,27.90726,###############################################################################################################################################################################################################################################################,FGBNMS,HARD                                              ,Labridae,Bodianus pulchellus,Spotfin Hogfish,I ,0.0145,3.053,13.61,7.5
